,Term,pval,padj,NES,Top_up,Top_down,Direction_up,Direction_down
guaifenesin-3431,guaifenesin-3431,0.021,0.09222462203023758,1.3702666755532649,0.0,100.0,pos,neg
guaifenesin-3814,guaifenesin-3814,0.0082,0.04809615384615385,-1.4790147715513426,100.0,0.0,neg,pos
guaifenesin-3897,guaifenesin-3897,0.498,0.9243036178765666,0.5850289080246339,100.0,100.0,neg,neg
guaifenesin-4371,guaifenesin-4371,0.5422,0.9243036178765666,-0.3529239603463072,100.0,96.05263157894737,neg,neg
guaifenesin-4549,guaifenesin-4549,0.0022,0.023379790940766552,-1.647259263451278,97.26027397260275,0.0,neg,pos
guanabenz-1544,guanabenz-1544,0.7112,0.9358474394686094,-0.15636416616771176,100.0,97.59036144578313,neg,neg
guanabenz-1961,guanabenz-1961,0.1118,0.31646403712296983,-1.1074459249699453,100.0,0.0,neg,pos
guanabenz-2045,guanabenz-2045,0.704,0.9358474394686094,0.1616114610768895,98.75,98.85057471264368,neg,neg
guanabenz-4642,guanabenz-4642,0.0704,0.22045174537987683,1.1856446530446993,0.0,100.0,pos,neg
guanabenz-5703,guanabenz-5703,0.5464,0.9243036178765666,0.345497925721748,100.0,98.76543209876543,neg,neg
guanadrel-2575,guanadrel-2575,0.6344,0.9243036178765666,0.21572544799909138,96.42857142857143,98.73417721518987,neg,neg
guanadrel-3438,guanadrel-3438,0.589,0.9243036178765666,0.27450257131818645,100.0,100.0,neg,neg
guanadrel-3698,guanadrel-3698,0.992,0.9967385933124692,-0.003065245969207764,0.0,0.0,pos,pos
guanadrel-4720,guanadrel-4720,0.9028,0.9864434097421203,0.0500229241105522,100.0,100.0,neg,neg
guanadrel-7396,guanadrel-7396,0.1874,0.488730226592561,1.0043302739355253,0.0,100.0,pos,neg
guanethidine-1554,guanethidine-1554,0.6708,0.9297736532367586,0.18521406819849906,100.0,98.71794871794873,neg,neg
guanethidine-3171,guanethidine-3171,0.0268,0.11038487508440244,-1.3362323350914185,100.0,0.0,neg,pos
guanethidine-5731,guanethidine-5731,0.6684,0.9297736532367586,-0.18622909385912667,98.78048780487805,98.63013698630137,neg,neg
guanfacine-1279,guanfacine-1279,0.0384,0.14414769230769228,-1.2879796315516217,100.0,0.0,neg,pos
guanfacine-2634,guanfacine-2634,0.7548,0.9442021276595746,-0.1294637904246233,100.0,96.05263157894737,neg,neg
